category,name,kind,mlir_name,generated,emitted,lowered,test
ttype,Set,ASR_DIALECT_OP_TTYPE_SET,asr.set,yes,yes,unsupported,no
ttype,String,ASR_DIALECT_OP_TTYPE_STRING,asr.string,yes,yes,unsupported,no
ttype,StructType,ASR_DIALECT_OP_TTYPE_STRUCTTYPE,asr.struct_type,yes,yes,unsupported,no
ttype,SymbolicExpression,ASR_DIALECT_OP_TTYPE_SYMBOLICEXPRESSION,asr.symbolic_expression,yes,yes,unsupported,no
ttype,Tuple,ASR_DIALECT_OP_TTYPE_TUPLE,asr.tuple,yes,yes,unsupported,no
ttype,TypeParameter,ASR_DIALECT_OP_TTYPE_TYPEPARAMETER,asr.type_parameter,yes,yes,unsupported,no
ttype,UnionType,ASR_DIALECT_OP_TTYPE_UNIONTYPE,asr.union_type,yes,yes,unsupported,no
ttype,UnsignedInteger,ASR_DIALECT_OP_TTYPE_UNSIGNEDINTEGER,asr.unsigned_integer,yes,yes,unsupported,no
type_stmt,ClassStmt,ASR_DIALECT_OP_TYPE_STMT_CLASSSTMT,asr.class_stmt,yes,yes,unsupported,no
type_stmt,TypeStmtName,ASR_DIALECT_OP_TYPE_STMT_TYPESTMTNAME,asr.type_stmt_name,yes,yes,unsupported,no
type_stmt,TypeStmtType,ASR_DIALECT_OP_TYPE_STMT_TYPESTMTTYPE,asr.type_stmt_type,yes,yes,unsupported,no
unit,TranslationUnit,ASR_DIALECT_OP_UNIT_TRANSLATIONUNIT,asr.translation_unit,yes,yes,implemented,focus
